date,station_id,dN,dE,dU,skt,sp,src,ssr,stl1,swvl1,tp
9/1/2016,P210,0.15833,-0.13123,0.00076,291.9345,99788.5,1.41E-05,4797398.5,292.82205,0.13516946,8.55E-05
9/2/2016,P210,0.15705,-0.13137,0.0093,291.41022,99676.375,5.04E-06,5019546.5,292.2089,0.13571474,1.64E-05
9/3/2016,P210,0.15689,-0.13162,0.00914,290.92007,99507.48,4.65E-06,4407857.5,291.9729,0.13573681,3.18E-05
9/4/2016,P210,0.15776,-0.13164,0.004,290.15494,99453.5,1.52E-05,3613877,291.05905,0.13712612,0.000153655
9/5/2016,P210,0.15822,-0.13177,0.00483,290.72644,99367.51,1.73E-06,4886783.5,291.30103,0.13822928,2.28E-05
9/6/2016,P210,0.15764,-0.1319,0.00298,291.79175,99390.35,7.03E-06,5427504.5,292.09927,0.13764822,8.45E-07
9/7/2016,P210,0.15862,-0.13245,0.0002,293.99612,99472.1,1.91E-06,5431605,293.9181,0.13683878,1.60E-07
9/8/2016,P210,0.15749,-0.13179,-0.00356,292.2891,100008.19,6.98E-06,5113578,293.19696,0.13621755,3.20E-06
9/9/2016,P210,0.15807,-0.13146,-0.00247,291.36115,99926.914,5.67E-06,5181173.5,292.23245,0.13592884,8.84E-07
9/10/2016,P210,0.15869,-0.13206,-0.00711,291.74402,99958.1,3.17E-06,5117293.5,292.3831,0.13559906,3.98E-07
9/11/2016,P210,0.15664,-0.1309,-0.00125,291.0568,100085.85,4.46E-06,4863000.5,291.97403,0.13532372,1.24E-06
9/12/2016,P210,0.15771,-0.13238,0.00317,290.52228,99714.125,3.37E-06,4199384.5,291.51685,0.13534576,2.33E-05
9/13/2016,P210,0.15864,-0.13342,0.00401,289.76364,99497.29,3.99E-06,3864947,290.67673,0.1356234,2.88E-05
9/14/2016,P210,0.15869,-0.13162,0.00021,290.34216,99992.82,9.06E-06,4782330.5,290.88925,0.13574524,3.12E-06
9/15/2016,P210,0.15883,-0.13276,-0.00067,290.83752,100034.98,6.58E-06,4924058.5,291.38626,0.13540521,1.18E-08
9/16/2016,P210,0.15872,-0.13288,0.00254,291.29642,99797.52,6.70E-06,4952134.5,291.85544,0.135132,1.35E-06
9/17/2016,P210,0.15866,-0.13279,0.00423,292.52682,99785.875,6.14E-06,4900231.5,292.68066,0.13489702,1.22E-06
9/18/2016,P210,0.15943,-0.1327,0.00681,294.70392,99715.62,2.15E-06,4811671,294.43137,0.13458301,7.17E-08
9/19/2016,P210,0.15829,-0.13313,0.00667,295.78018,99619,6.00E-07,4755340,295.68964,0.1342627,1.23E-06
9/20/2016,P210,0.15891,-0.13266,0.00443,294.4404,99774.62,2.12E-06,4565327.5,294.9559,0.13404925,4.45E-07
9/21/2016,P210,0.15712,-0.13289,0.00817,291.69775,99692.68,9.89E-07,4185099,293.00406,0.13394208,2.17E-06
9/22/2016,P210,0.15865,-0.13316,0.00841,289.41656,99894.414,2.76E-06,4382057.5,290.92114,0.13415451,2.58E-05
9/23/2016,P210,0.15946,-0.13384,0.00115,289.34677,100176.695,9.41E-06,4347219.5,290.3309,0.1343563,2.63E-06
9/24/2016,P210,0.15918,-0.13129,0.00368,291.84244,100230.23,2.39E-06,4414488.5,291.9507,0.13422774,3.39E-07
9/25/2016,P210,0.15952,-0.13334,0.00331,294.8005,99983.62,3.12E-06,4442918.5,294.3415,0.1340508,6.46E-07
9/26/2016,P210,0.15931,-0.13375,0.00635,296.27762,99796.54,1.96E-07,4429508.5,295.82297,0.13380215,3.63E-08
9/27/2016,P210,0.15914,-0.13356,0.00556,296.51205,99594.414,-4.16E-20,4375615.5,296.47992,0.13353427,0
9/28/2016,P210,0.15973,-0.13374,0.00059,293.8829,99486.38,2.18E-08,4271130,294.8149,0.13338931,7.10E-08
9/29/2016,P210,0.1599,-0.13361,-0.00388,291.51807,99885.71,3.17E-06,4153841.2,292.78824,0.13339229,1.47E-06
9/30/2016,P210,0.15976,-0.13375,0.0028,289.4392,100174.96,6.58E-06,4137176.2,291.0341,0.13341592,7.06E-07
10/1/2016,P210,0.16022,-0.13408,0.00107,288.07678,100225.086,6.87E-06,4194934.5,289.50992,0.13345294,5.02E-08
10/2/2016,P210,0.16031,-0.13262,0.0001,287.5162,100066.48,1.79E-05,3407627.2,288.92935,0.13372703,3.01E-05
10/3/2016,P210,0.15954,-0.1337,0.0033,286.72144,100139.04,2.63E-05,2517496.2,288.00827,0.13591914,1.46E-05
10/4/2016,P210,0.16011,-0.13401,0.00458,290.11395,99848.164,1.83E-06,2795224.2,290.00266,0.13584022,7.99E-06
10/5/2016,P210,0.1599,-0.13313,0.00464,288.27377,99954.32,7.83E-06,3912233.2,289.27325,0.13566037,1.24E-06
10/6/2016,P210,0.16025,-0.13318,0.00549,289.1924,99972.74,6.96E-06,3940934.8,289.75345,0.13543053,1.02E-06
10/7/2016,P210,0.16011,-0.13322,0.00559,290.75012,99780.23,1.76E-06,3725952.8,290.9482,0.1351354,6.05E-07
10/8/2016,P210,0.16004,-0.13446,0.00343,292.65823,99550.164,1.06E-07,3756648,292.5676,0.13478561,5.69E-07
10/9/2016,P210,0.16025,-0.13373,0.00104,291.72638,99650.69,7.64E-07,3779720.2,292.24246,0.13452162,1.03E-06
10/10/2016,P210,0.16031,-0.13393,0.00522,289.70517,99745.664,3.35E-06,3558263.2,290.85782,0.13439505,6.12E-07
10/11/2016,P210,0.16055,-0.13429,0.00354,289.51733,99940.664,1.42E-05,3231964.8,290.3897,0.13499497,7.97E-05
10/12/2016,P210,0.1614,-0.13352,0.00254,288.55338,100063.375,6.68E-06,2921822.8,289.5051,0.13543251,9.35E-06
10/13/2016,P210,0.16124,-0.13487,-0.00346,287.82806,100067.15,7.32E-06,2854904,288.83768,0.13535711,5.78E-07
10/14/2016,P210,0.1613,-0.135,0.00341,288.54312,99837.4,3.57E-05,1701116.4,289.22095,0.13663603,0.000168355
10/15/2016,P210,0.16205,-0.13579,0.0036,291.0431,99660.445,0.000208867,1734520.6,290.89163,0.18040037,0.002086637
10/16/2016,P210,0.162,-0.13498,0.00752,290.1913,99418.836,0.000250172,1177398.9,290.8903,0.2737812,0.007791084
10/17/2016,P210,0.16255,-0.13433,0.0058,289.0822,99750.13,0.000208892,2453623.2,289.73782,0.35849193,0.00423077
10/18/2016,P210,0.16185,-0.13471,-0.00087,287.3401,100209.52,7.22E-06,3261725.2,288.4756,0.31044856,0.000195029
10/19/2016,P210,0.16142,-0.13436,0.0015,288.14774,100324.07,7.89E-06,3279612,288.70267,0.28509572,7.10E-08
10/20/2016,P210,0.16309,-0.13518,-0.00302,289.3873,100194.02,3.88E-07,3259763.8,289.5469,0.2672591,3.55E-08
10/21/2016,P210,0.16238,-0.13465,-0.00334,290.28378,99767.586,6.84E-07,3216657.2,290.4288,0.25364172,2.57E-07
10/22/2016,P210,0.16221,-0.13495,0.00098,289.32468,99491.82,1.03E-05,3104022.2,290.00653,0.24372536,2.52E-07
10/23/2016,P210,0.16262,-0.13441,-0.00185,288.35635,99553.336,7.23E-06,2964127.8,289.16943,0.2360708,6.04E-07
10/24/2016,P210,0.1621,-0.13604,-0.00322,289.2506,99733.21,1.33E-05,2303974.8,289.69946,0.22991467,5.77E-05
10/25/2016,P210,0.16178,-0.1365,-0.00587,289.8844,100005.04,6.45E-05,1608265.1,290.1016,0.22814117,0.000438004
10/26/2016,P210,0.16209,-0.13505,-0.00642,289.58524,99994.72,1.12E-05,2646933.2,289.8132,0.22671461,3.58E-05
10/27/2016,P210,0.16329,-0.13672,-0.00085,288.33676,99793.06,6.16E-05,1809497.6,289.21158,0.2273357,0.000564653
10/28/2016,P210,0.16286,-0.13568,0.00534,290.03528,99539.695,0.000227716,1439343.5,290.0372,0.34902933,0.013622842
10/29/2016,P210,0.16275,-0.13528,0.00015,290.1304,99708.52,4.42E-05,2123196.2,290.2777,0.3407974,0.001254944
10/30/2016,P210,0.16372,-0.13676,0.00102,287.40622,99595.63,6.86E-05,1591376.9,288.79895,0.33907986,0.001432858
10/31/2016,P210,0.16416,-0.13578,0.00036,286.76804,100085.02,0.000126299,2364697.2,287.73288,0.36388874,0.000650206
11/1/2016,P210,0.16262,-0.13605,-0.0041,288.01062,100020.87,0.000128874,2418674.8,288.47668,0.34482706,0.000911557
11/2/2016,P210,0.16416,-0.13531,-0.00255,285.75974,100285.055,1.39E-05,2689377.8,286.8811,0.33174664,5.65E-05
11/3/2016,P210,0.16398,-0.13471,-0.00988,286.8045,100317.77,1.55E-05,2769556.2,287.3688,0.31895617,1.84E-08
11/4/2016,P210,0.1639,-0.13593,-0.00596,287.6075,100165.6,7.43E-06,2631190,288.00317,0.30904242,0
11/5/2016,P210,0.16363,-0.13484,-0.00556,286.4297,100191.71,1.20E-05,2640073.2,287.34872,0.30162784,7.58E-07
11/6/2016,P210,0.16385,-0.13576,-0.00289,286.73495,100169.125,3.13E-05,1824783.5,287.40652,0.2968888,8.55E-05
11/7/2016,P210,0.16459,-0.13594,-0.00464,288.49707,100258.664,1.74E-05,1851875.4,288.32242,0.2958738,1.64E-05
11/8/2016,P210,0.16417,-0.13558,-0.003,289.33902,100236.81,1.14E-05,2350116,289.2952,0.29017717,9.59E-07
11/9/2016,P210,0.16486,-0.13519,-0.00153,289.25504,100174.35,2.80E-05,2446972.8,289.4078,0.28447264,4.53E-06
11/10/2016,P210,0.16416,-0.13673,-0.00347,289.49094,99945.59,1.36E-05,2134191.8,289.64487,0.27889878,1.78E-06
11/11/2016,P210,0.1647,-0.13665,-0.00258,289.015,100026.6,1.85E-05,2156067,289.43823,0.27448192,8.07E-07
11/12/2016,P210,0.16522,-0.13585,0.00214,288.95645,100199.9,3.37E-06,2273623.2,289.2966,0.27007762,2.08E-06
11/13/2016,P210,0.16498,-0.13588,-0.00489,288.1113,100306.13,1.75E-05,2358852,288.72226,0.26562756,7.99E-07
11/14/2016,P210,0.16563,-0.13681,-0.00499,287.3361,100371.73,1.54E-05,2353347.2,288.09973,0.26181194,1.73E-06
11/15/2016,P210,0.16569,-0.13691,-0.00038,288.28613,100267.84,4.32E-05,1927393.5,288.70105,0.2597811,0.000136648
11/16/2016,P210,0.16557,-0.13512,0.00255,286.55008,100128.305,3.38E-05,1987658.6,287.61487,0.26054165,0.000328123
11/17/2016,P210,0.16541,-0.13706,-0.00321,283.40085,100112.56,5.53E-06,2275362.2,285.03638,0.25656423,1.53E-05
11/18/2016,P210,0.16568,-0.13657,-0.0043,283.52048,99942,4.27E-07,2275567.8,284.5836,0.25256625,0
11/19/2016,P210,0.16505,-0.13575,-0.00456,283.30063,99749.375,3.61E-05,1168971.1,284.56088,0.25086322,0.000251295
11/20/2016,P210,0.16479,-0.13916,0.007,286.31296,99679.56,0.000257262,599967.06,286.34946,0.30948544,0.003706222
11/21/2016,P210,0.1659,-0.13832,0.00049,285.11313,99780.06,0.000211139,1400357.1,285.80774,0.39226055,0.012012928
11/22/2016,P210,0.16553,-0.1367,-0.00389,283.8197,100373.75,2.22E-05,1705297.4,284.87546,0.3576465,0.000567187
11/23/2016,P210,0.16506,-0.13766,-0.00474,284.3218,100611.34,0.000106505,1954143.9,285.03873,0.3565335,0.001258715
11/24/2016,P210,0.16628,-0.136,-0.00896,281.88516,100834.06,1.26E-05,2170173.8,283.4332,0.34890923,9.36E-05
11/25/2016,P210,0.16633,-0.13727,-0.00768,281.36734,100285,1.43E-05,1891746.1,282.73474,0.3366728,7.11E-08
11/26/2016,P210,0.16608,-0.13865,-0.00847,281.83328,99594.74,7.77E-05,856712.3,282.86105,0.35477102,0.003264812
11/27/2016,P210,0.16631,-0.13819,0.00211,283.73434,99847.02,0.000190121,1609012.6,284.0168,0.40479538,0.005903539
11/28/2016,P210,0.16708,-0.13751,-0.00132,283.3511,100042.47,7.97E-05,1315043.2,284.00583,0.38373527,0.000899694
11/29/2016,P210,0.16728,-0.13753,-0.00319,281.76474,100016.15,1.19E-05,1843735,282.93015,0.37009907,5.52E-05
11/30/2016,P210,0.16716,-0.13792,-0.00379,279.78082,100259.4,1.13E-05,1178638.6,281.44238,0.35789964,1.50E-06
12/1/2016,P210,0.16704,-0.1384,-0.00405,282.9154,100120.44,7.29E-05,1689208.4,283.0925,0.35225382,0.000229549
12/2/2016,P210,0.16756,-0.13818,-0.01097,280.1393,100268.63,1.04E-05,2019300.4,281.54294,0.34369993,1.33E-05
12/3/2016,P210,0.16799,-0.13704,-0.0043,280.69376,100545.914,1.36E-06,1976515.9,281.5281,0.33585683,5.36E-07
12/4/2016,P210,0.16699,-0.1386,-0.00408,281.69894,100396.305,8.76E-06,1870540.4,282.29776,0.32957712,5.34E-08
12/5/2016,P210,0.16699,-0.13926,-0.00083,282.99265,100175.29,3.89E-05,1179459.5,283.3002,0.3255803,8.31E-05
12/6/2016,P210,0.16765,-0.13925,-0.00466,281.14023,100019.164,1.60E-05,1631095.9,282.22778,0.32263738,1.43E-05
12/7/2016,P210,0.16779,-0.13864,-0.0078,279.54282,100258.48,6.60E-06,1259042.4,280.94638,0.31769958,1.25E-06
12/8/2016,P210,0.16772,-0.13797,0.00118,282.83798,100244.99,0.000214658,574863.44,282.76114,0.33975598,0.002703403
12/9/2016,P210,0.16867,-0.13882,-0.00564,286.44287,100570.73,0.000212354,820173,285.4575,0.36850527,0.001907324
12/10/2016,P210,0.16895,-0.13973,0.00313,286.8356,100391.93,0.000197784,511218.4,286.47812,0.37521705,0.002864323
12/11/2016,P210,0.16896,-0.13947,0.00102,286.1338,100307.75,0.000204635,1182585.9,286.2825,0.3985984,0.007627777
12/12/2016,P210,0.16915,-0.13939,-0.00424,284.781,100265.73,7.76E-08,1104946.4,285.23373,0.37332413,0.000338643
12/13/2016,P210,0.16898,-0.13968,-0.00327,284.94302,100173.88,1.20E-06,1129048.6,285.2151,0.36137804,1.50E-06
12/14/2016,P210,0.16907,-0.13909,-0.00221,285.94644,100102.35,6.01E-05,984610.7,285.98758,0.35479808,0.000210959
12/15/2016,P210,0.16913,-0.1395,-0.00629,285.2511,99703.1,0.000159748,491656.53,285.702,0.36055353,0.001119762
12/16/2016,P210,0.16826,-0.14052,0.00302,283.97253,99213.46,0.000144308,1129273.6,284.8544,0.41436037,0.015987035
12/17/2016,P210,0.16925,-0.14032,-0.00199,279.92383,100327.07,2.64E-06,1820085.1,281.80258,0.38727716,0.000806476
12/18/2016,P210,0.17,-0.13906,-0.0081,277.11307,100777.1,5.68E-06,1916719,279.36743,0.3737234,5.03E-07
12/19/2016,P210,0.17043,-0.13924,-0.00699,277.30527,100994.84,4.37E-06,1908044.4,278.84,0.36365017,3.55E-08
12/20/2016,P210,0.16967,-0.13892,-0.00371,279.16,100787.59,3.27E-06,1886703.6,279.91263,0.35548803,0
12/21/2016,P210,0.17128,-0.14051,0.00161,280.77567,100194.5,1.08E-06,1763017.9,281.17526,0.34844947,1.63E-06
12/22/2016,P210,0.16961,-0.14044,-0.00265,281.15005,99802.72,5.94E-06,1843159.4,281.7103,0.34218752,4.15E-07
12/23/2016,P210,0.16962,-0.13984,0.00021,281.2504,99629.19,9.69E-05,1174297.9,281.95825,0.36401662,0.002757915
12/24/2016,P210,0.16969,-0.14098,-0.00022,279.94986,99372.04,0.000203695,1450874.9,281.15945,0.40024865,0.00295335
12/25/2016,P210,0.17068,-0.14093,-0.00533,278.2683,99862.6,7.44E-06,1463760,279.65787,0.37351945,0.000128211
12/26/2016,P210,0.17113,-0.13956,-0.00501,278.98975,100391.44,1.71E-07,1746514,279.84988,0.36242938,1.04E-07
12/27/2016,P210,0.1708,-0.14002,-0.00505,278.88602,100838.31,2.19E-06,1846546.6,279.77045,0.35370305,7.15E-07
12/28/2016,P210,0.16942,-0.1412,0.00107,279.7331,100654.88,1.36E-06,1875723.6,280.32706,0.34684607,6.23E-07
12/29/2016,P210,0.17132,-0.14019,-0.00421,281.92178,100369.6,-3.28E-20,1908796.1,281.86172,0.34019387,3.55E-08
12/30/2016,P210,0.17152,-0.14077,5.00E-05,282.19754,100112.945,2.47E-05,1092468,282.56223,0.33630562,0.000158936
12/31/2016,P210,0.17093,-0.14068,-0.00168,281.61334,99657.875,6.58E-05,1403768.6,282.16342,0.33881274,0.000237101
1/1/2017,P210,0.17107,-0.14111,-0.00083,279.65808,99688.81,1.67E-05,1310208.2,280.77612,0.33608317,6.51E-05
1/2/2017,P210,0.17041,-0.1416,-0.00016,279.60898,99838.06,7.11E-05,934743.25,280.51022,0.3338144,0.000288145
1/3/2017,P210,0.17018,-0.1409,-0.00501,280.80618,100061.47,0.000221988,656552.3,281.08466,0.36091003,0.002613822
1/4/2017,P210,0.17317,-0.14129,-0.004,284.67603,99704.41,0.000287919,392852.5,283.78226,0.42636928,0.025107123
1/5/2017,P210,0.17056,-0.14172,-0.00335,283.94632,99787.59,0.000205658,1148721.5,284.0809,0.41561863,0.003910521
1/6/2017,P210,0.17133,-0.14101,-0.00669,277.1196,100059.73,5.47E-06,1842852.5,279.48343,0.39041057,0.000127468
1/7/2017,P210,0.17127,-0.14144,-0.00114,282.18274,99823.945,0.000165424,899822.25,281.9587,0.39941254,0.003736839
1/8/2017,P210,0.17113,-0.13985,-0.00042,285.67566,99827.85,0.000253817,549712.3,284.65457,0.4212626,0.016632356
1/9/2017,P210,0.17261,-0.14065,0.00884,285.96188,99916.31,0.000231672,1054199,285.52246,0.42251185,0.018297935
1/10/2017,P210,0.17261,-0.14167,0.00146,284.29782,100010.06,0.000270144,633007.3,284.7296,0.42226258,0.006248711
1/11/2017,P210,0.1712,-0.14173,0.00302,284.44327,99488.28,0.000219386,1099973.1,284.64703,0.4239017,0.01649391
1/12/2017,P210,0.17241,-0.14195,-0.00712,281.6804,99529.125,0.000180295,1499713.1,282.9612,0.4160907,0.006580624
1/13/2017,P210,0.17301,-0.14156,-0.00841,279.29678,100057.1,4.02E-05,1953325,280.8398,0.4050168,0.000550487
1/14/2017,P210,0.1732,-0.1419,-0.01273,279.75156,100442.88,1.19E-05,2119649.2,280.7451,0.39055595,2.07E-06
1/15/2017,P210,0.17278,-0.14073,-0.01076,280.26297,100248.336,1.17E-05,2140379.5,281.10623,0.38174677,3.06E-07
1/16/2017,P210,0.17246,-0.14126,-0.00472,279.27225,100217.086,1.17E-05,2114239,280.46863,0.3748386,5.87E-07
1/17/2017,P210,0.17283,-0.14238,-0.00474,279.4573,100170.07,7.67E-06,2014542,280.33527,0.36895704,1.99E-07
1/18/2017,P210,0.17315,-0.14174,-0.00538,281.20212,100088.94,8.48E-05,844200.2,281.634,0.371078,0.000660558
1/19/2017,P210,0.17275,-0.14195,-0.00298,282.42764,99384.02,0.000268496,1075798.2,282.43332,0.42282078,0.013815508
1/20/2017,P210,0.17298,-0.14298,0.00323,282.47656,98494.87,0.000223295,1255595.4,282.79297,0.42490828,0.014270823
1/21/2017,P210,0.17282,-0.14279,0.00296,281.81226,98721.73,0.000235355,1242351.6,282.3587,0.42086574,0.012185366
1/22/2017,P210,0.17347,-0.14173,-0.00497,282.95715,99155.46,0.000271552,995539.7,283.11075,0.423707,0.014819468
1/23/2017,P210,0.17256,-0.14135,0.00492,281.03555,99121.21,0.000257047,1314807.9,282.08536,0.4223349,0.014515144
1/24/2017,P210,0.17365,-0.1422,-0.00276,279.53925,99659.664,0.000135211,1999975.6,280.77737,0.4023014,0.001150438
1/25/2017,P210,0.17393,-0.14164,-0.01156,278.6036,100644.805,9.13E-06,2277103.2,279.85043,0.3873936,2.58E-05
1/26/2017,P210,0.17413,-0.14127,-0.01605,278.93436,101127.76,1.34E-05,2210660.8,279.87497,0.37784228,2.88E-07
1/27/2017,P210,0.1747,-0.14111,-0.01786,279.05453,101410.35,1.35E-05,2451162.8,279.9379,0.37025914,1.81E-08
1/28/2017,P210,0.1751,-0.14091,-0.01595,279.575,101595.945,1.30E-05,2547815.8,280.23114,0.3633503,0
1/29/2017,P210,0.174,-0.14135,-0.01006,280.67792,101221.53,1.69E-05,2601822.5,281.06094,0.35742366,3.23E-07
1/30/2017,P210,0.17403,-0.14178,-0.00758,281.87906,100616.38,9.84E-06,2564447.2,282.01157,0.35196522,3.08E-07
1/31/2017,P210,0.17442,-0.14273,-0.00971,282.17264,100231.086,1.62E-05,2570837.2,282.42722,0.34734914,7.52E-07
2/1/2017,P210,0.17327,-0.14258,-0.00621,282.1327,99869,1.05E-05,2164408.8,282.55536,0.343419,7.89E-07
2/2/2017,P210,0.17427,-0.14217,-0.00238,284.66946,99771.73,0.000193782,1632600.6,284.24698,0.38212582,0.005263133
2/3/2017,P210,0.17589,-0.1418,-0.01049,286.06308,99721.97,0.000164808,1534805.4,285.50797,0.3939863,0.003720482
2/4/2017,P210,0.1752,-0.14331,-0.00413,285.3271,100151.41,0.000211166,1907434.1,285.3379,0.40059873,0.001980835
2/5/2017,P210,0.17456,-0.14272,-0.00617,283.66568,99927.96,1.28E-05,1769636.5,284.24048,0.38811752,0.000106316
2/6/2017,P210,0.17439,-0.1436,0.00021,285.39813,99371.35,0.000243168,1413207.5,285.23904,0.4153776,0.009165186
2/7/2017,P210,0.1761,-0.14185,-0.00727,285.98108,99613.49,0.000303793,483547.97,285.69235,0.42535365,0.011220695
2/8/2017,P210,0.17549,-0.14142,-0.00612,287.9032,100146.875,0.000296166,822224.5,286.99673,0.4144149,0.003503025
2/9/2017,P210,0.17559,-0.14218,-0.008,287.0646,99914.85,0.000223788,991440.8,287.02594,0.4079025,0.000731154
2/10/2017,P210,0.17643,-0.14316,-0.00197,286.1738,99875.68,0.000328871,559604,286.38974,0.42793962,0.012042572
2/11/2017,P210,0.17509,-0.14235,-0.01441,283.1984,100325.37,0.000189103,1933930.4,284.32874,0.40858158,0.000851163
2/12/2017,P210,0.17601,-0.14215,-0.01692,282.44824,100481.09,1.21E-05,2930998.2,283.32175,0.39169684,5.30E-06
2/13/2017,P210,0.17554,-0.14228,-0.01252,282.7734,100322.91,1.14E-05,2914354.2,283.51587,0.3801163,9.11E-07
2/14/2017,P210,0.17562,-0.14168,-0.01344,283.6166,100172.26,1.01E-05,2901813,283.92862,0.37168142,6.17E-07
2/15/2017,P210,0.17508,-0.14121,-0.00564,284.811,100135.27,1.28E-05,2508314.8,284.93265,0.36376074,4.56E-06
2/16/2017,P210,0.1768,-0.14245,-0.00115,285.3411,99778,0.000100819,1998207.5,285.51987,0.37336186,0.001571055
2/17/2017,P210,0.17555,-0.143,0.0024,284.8628,98359.48,0.000248007,1349147.9,285.37204,0.4045472,0.007808717
2/18/2017,P210,0.17608,-0.14317,-0.00286,283.23862,97928.09,0.00030004,890285,284.0664,0.4242889,0.006069687
2/19/2017,P210,0.17498,-0.14362,-0.00119,282.3492,99271.5,8.33E-05,1195838.8,283.09573,0.40772867,0.00099149
2/20/2017,P210,0.17627,-0.14203,-0.00616,284.64404,99636.73,0.000329471,640970.3,284.3822,0.42903996,0.009039559
2/21/2017,P210,0.1751,-0.14237,-0.00644,285.8644,100343.78,0.000274082,1945379.9,285.60355,0.42453513,0.008439797
2/22/2017,P210,0.17703,-0.14225,-0.00997,282.78525,100654.38,0.000229021,2907884,284.04538,0.4138247,0.00231938
2/23/2017,P210,0.17683,-0.14257,-0.01384,281.2235,100532.945,4.28E-06,3434156,282.5731,0.3926811,0.000145284
2/24/2017,P210,0.17681,-0.14307,-0.01309,279.95605,100602.73,2.43E-06,3516014.2,281.33408,0.37982956,3.17E-06
2/25/2017,P210,0.17687,-0.14344,-0.00907,280.36935,100440.81,1.11E-05,3087804.2,281.32434,0.3712324,4.79E-05
2/26/2017,P210,0.17714,-0.14304,-0.00637,281.9006,99849.84,0.000138026,2472722.2,282.32043,0.3680042,0.000491153
2/27/2017,P210,0.1762,-0.14426,-0.00348,281.52286,99612.875,0.000115108,3180499,282.21292,0.3650796,0.000508648
2/28/2017,P210,0.17723,-0.14395,-0.00655,280.95944,100110.07,7.52E-06,3736610,281.86038,0.35913515,4.27E-05
3/1/2017,P210,0.17723,-0.14253,-0.01262,281.64102,100965.75,8.22E-06,3851400.2,282.18286,0.350222,6.18E-07
3/2/2017,P210,0.17706,-0.14237,-0.01173,282.66513,100891.805,1.16E-05,4004632,282.95413,0.34266007,4.66E-07
3/3/2017,P210,0.17668,-0.14351,-0.01056,283.41647,100334.836,1.22E-05,3977989.2,283.67734,0.33590615,1.11E-06
3/4/2017,P210,0.17683,-0.14418,-0.00443,283.78256,99899.6,2.87E-05,3158579.8,284.1359,0.3315163,3.35E-05
3/5/2017,P210,0.17652,-0.14408,-0.00258,282.79312,99664.27,0.000222608,3027716.8,283.74155,0.38636652,0.007587719
3/6/2017,P210,0.17664,-0.14413,-0.0055,279.72278,100508.9,6.93E-05,2637198.5,281.10052,0.38920763,0.000951225
3/7/2017,P210,0.17696,-0.14284,-0.00724,281.90652,100899.85,8.88E-06,3435564.2,282.11597,0.37425628,2.94E-05
3/8/2017,P210,0.17738,-0.14368,-0.0104,284.26956,100773.34,9.59E-06,4018153.2,283.99646,0.3629764,2.74E-09
3/9/2017,P210,0.17681,-0.14384,-0.01383,286.41327,100497.9,1.21E-05,4151984,285.8392,0.3540845,0
3/10/2017,P210,0.17668,-0.14362,-0.01176,287.18735,100400.805,1.29E-05,3366436,286.86404,0.34717205,4.71E-06
3/11/2017,P210,0.17735,-0.14404,-0.01296,287.67252,100238.73,1.37E-05,3989167.2,287.3299,0.34197208,4.33E-07
3/12/2017,P210,0.17866,-0.14433,-0.01309,287.0104,100364.164,7.27E-06,4335848.5,287.074,0.33507192,3.45E-07
3/13/2017,P210,0.17841,-0.14269,-0.00956,287.45273,100198.98,1.14E-05,4474279.5,287.38626,0.32804275,4.00E-08
3/14/2017,P210,0.17719,-0.14448,-0.00466,289.3287,99964.59,1.28E-05,4469725.5,288.81216,0.3209964,1.80E-07
3/15/2017,P210,0.17748,-0.14397,-0.00383,287.3174,100176.336,2.90E-05,4377988,287.8386,0.31579232,1.29E-06
3/16/2017,P210,0.17797,-0.14422,-0.00395,287.2194,100458.125,8.84E-06,3729661.2,287.45972,0.31218866,2.31E-05
3/17/2017,P210,0.17827,-0.14502,-0.01276,287.9824,100126.125,7.32E-06,4129965.2,287.88297,0.30823258,2.54E-06
3/18/2017,P210,0.1782,-0.14452,-0.00848,287.09637,99974.586,1.70E-05,3533971.2,287.57855,0.30287084,2.06E-05
3/19/2017,P210,0.17777,-0.1448,-0.00489,286.5814,100037.18,7.20E-06,3770446.8,286.9252,0.30187204,9.96E-06
3/20/2017,P210,0.17769,-0.14403,-0.00631,285.8827,99921.19,1.39E-05,2392060.8,286.4522,0.2996888,5.29E-05
3/21/2017,P210,0.17621,-0.14509,0.00205,287.60764,99670.94,0.000290003,1980126,287.44574,0.3914458,0.012517229
3/22/2017,P210,0.17788,-0.14482,0.00352,285.74463,99945.43,0.000194728,3777517.8,286.54422,0.4059105,0.009344465
3/23/2017,P210,0.17989,-0.14476,-0.00757,284.6683,100400.414,8.61E-06,4293752.5,285.5231,0.3977025,0.00082039
3/24/2017,P210,0.17939,-0.14472,-0.0094,283.5983,100561.586,7.98E-05,2560036.8,284.75806,0.3859687,0.00051195
3/25/2017,P210,0.17938,-0.14511,-0.00853,286.55997,100359.52,0.000286078,2682301.8,286.14963,0.41187033,0.002992726
3/26/2017,P210,0.17891,-0.14574,-0.00603,283.94934,100264.37,5.34E-05,2673080.8,284.988,0.39103445,0.000379359
3/27/2017,P210,0.17853,-0.14547,-0.0061,285.96274,100359.84,0.000193236,3697516.2,286.0118,0.39015946,0.001482855
3/28/2017,P210,0.17936,-0.14617,-0.00869,285.42078,100519.555,6.99E-06,4924698,285.77036,0.375473,8.17E-05
3/29/2017,P210,0.17958,-0.14634,-0.01069,286.85437,100402.5,4.74E-06,5114209.5,286.85196,0.3625833,7.14E-07
